Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	protein maturation (GO:0051604)	2/97	0.0263804448916347	0.0771872276458943	0	0	8.359157894736843	30.386644588966693	CLN3;NCSTN
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	2/98	0.0268859021542303	0.0783984380569709	0	0	8.271666666666667	29.91161399551651	APP;CX3CL1
GO_Biological_Process_2021	regulation of amyloid precursor protein biosynthetic process (GO:0042984)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	NECAB2
GO_Biological_Process_2021	negative regulation of interleukin-17 production (GO:0032700)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PRNP
GO_Biological_Process_2021	negative regulation of protein maturation (GO:1903318)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PRNP
GO_Biological_Process_2021	cellular response to interleukin-2 (GO:0071352)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PTK2B
GO_Biological_Process_2021	central nervous system myelination (GO:0022010)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PLP1
GO_Biological_Process_2021	detection of light stimulus involved in sensory perception (GO:0050962)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	GRM6
GO_Biological_Process_2021	detection of light stimulus involved in visual perception (GO:0050908)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	GRM6
GO_Biological_Process_2021	positive regulation of acrosome reaction (GO:2000344)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PLCB1
GO_Biological_Process_2021	Golgi to lysosome transport (GO:0090160)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	CLN3
GO_Biological_Process_2021	response to hydroxyurea (GO:0072710)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	FMR1
GO_Biological_Process_2021	insulin-like growth factor receptor signaling pathway (GO:0048009)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PLCB1
GO_Biological_Process_2021	interleukin-2-mediated signaling pathway (GO:0038110)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PTK2B
GO_Biological_Process_2021	positive regulation of neuroblast proliferation (GO:0002052)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	CX3CL1
GO_Biological_Process_2021	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	FMR1
GO_Biological_Process_2021	negative regulation of activated T cell proliferation (GO:0046007)	1/11	0.0282378723956638	0.0783984380569709	0	0	39.09411764705882	139.4522833938583	PRNP
GO_Biological_Process_2021	nervous system development (GO:0007399)	4/447	0.0286972527782175	0.0794201040263409	0	0	3.669112114371708	13.028847908999046	DAGLA;GRIK1;DAGLB;SHANK3
GO_Biological_Process_2021	regulation of amyloid precursor protein catabolic process (GO:1902991)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	PRNP
GO_Biological_Process_2021	axonal fasciculation (GO:0007413)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	CDK5R1
GO_Biological_Process_2021	brain morphogenesis (GO:0048854)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	SHANK3
GO_Biological_Process_2021	calcineurin-mediated signaling (GO:0097720)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	SULT1A3
GO_Biological_Process_2021	cell differentiation in hindbrain (GO:0021533)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	GRID2
GO_Biological_Process_2021	negative regulation of receptor internalization (GO:0002091)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	NECAB2
GO_Biological_Process_2021	regulation of oxidative stress-induced cell death (GO:1903201)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	FYN
GO_Biological_Process_2021	phagolysosome assembly (GO:0001845)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	CLN3
GO_Biological_Process_2021	regulation of sequestering of calcium ion (GO:0051282)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	PTK2B
GO_Biological_Process_2021	regulation of triglyceride catabolic process (GO:0010896)	1/12	0.030765835877853	0.0825170104254762	0	0	35.53832442067736	123.7213609818225	DAGLB
GO_Biological_Process_2021	protein processing (GO:0016485)	2/106	0.0310690468506043	0.0830738514251544	0	0	7.632307692307692	26.495886125455133	CLN3;NCSTN
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	3/267	0.0321791734780357	0.0850785494363327	0	0	4.564935064935065	15.687106382633567	GRIA1;PTK2B;CX3CL1
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	2/110	0.0332512581252204	0.0850785494363327	0	0	7.348148148148148	25.01061757666432	APP;CX3CL1
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	2/110	0.0332512581252204	0.0850785494363327	0	0	7.348148148148148	25.01061757666432	GNAQ;PTK2B
GO_Biological_Process_2021	regulation of autophagosome maturation (GO:1901096)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	CLN3
GO_Biological_Process_2021	negative regulation of mononuclear cell migration (GO:0071676)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	PLCB1
GO_Biological_Process_2021	negative regulation of potassium ion transport (GO:0043267)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	PTK2B
GO_Biological_Process_2021	negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	FYN
GO_Biological_Process_2021	cellular response to interleukin-15 (GO:0071350)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	PLCB1
GO_Biological_Process_2021	regulation of lysosomal lumen pH (GO:0035751)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	CLN3
GO_Biological_Process_2021	positive regulation of calcium ion import (GO:0090280)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	GRM6
GO_Biological_Process_2021	positive regulation of calcium ion-dependent exocytosis (GO:0045956)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	KCNB1
GO_Biological_Process_2021	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	PLCB1
GO_Biological_Process_2021	positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	GRIN1
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	PTK2B
GO_Biological_Process_2021	transport along microtubule (GO:0010970)	1/13	0.0332873496068505	0.0850785494363327	0	0	32.57516339869281	110.83952930563026	APP
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	2/111	0.0338060107967138	0.0861508017077546	0	0	7.280366972477064	24.659452249423374	APP;GNAQ
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	2/112	0.0343643993983161	0.0873177282957215	0	0	7.213818181818182	24.31586330956953	CLN3;CDK5R1
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity (GO:0097202)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	GRIN2A
GO_Biological_Process_2021	negative regulation of bone mineralization (GO:0030502)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	PTK2B
GO_Biological_Process_2021	regulation of acrosome reaction (GO:0060046)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	PLCB1
GO_Biological_Process_2021	C4-dicarboxylate transport (GO:0015740)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	SLC1A1
GO_Biological_Process_2021	negative regulation of neuroinflammatory response (GO:0150079)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	CX3CL1
GO_Biological_Process_2021	negative regulation of translational initiation (GO:0045947)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	FMR1
GO_Biological_Process_2021	neuromuscular process controlling balance (GO:0050885)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	CLN3
GO_Biological_Process_2021	positive regulation of glycoprotein biosynthetic process (GO:0010560)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	PLCB1
GO_Biological_Process_2021	heart process (GO:0003015)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	FYN
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	1/14	0.035802429669446	0.0883872482464449	0	0	30.06787330316742	100.11818602041404	APP
GO_Biological_Process_2021	ion transport (GO:0006811)	2/116	0.0366338771550504	0.0901836805884953	0	0	6.959298245614035	23.012881206349405	SLC1A1;GRIN1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	4/485	0.0370721293069689	0.0910047468015707	0	0	3.3726611226611225	11.11254681050481	CLN3;PTK2B;CX3CL1;CPEB4
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	2/117	0.0372101192051728	0.0910861791247752	0	0	6.898434782608696	22.70395287442657	PTK2B;CX3CL1
GO_Biological_Process_2021	regulation of amyloid fibril formation (GO:1905906)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	APP
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	PRNP
GO_Biological_Process_2021	regulation of microglial cell activation (GO:1903978)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	CX3CL1
GO_Biological_Process_2021	peptidyl-tyrosine autophosphorylation (GO:0038083)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	PTK2B
GO_Biological_Process_2021	phototransduction, visible light (GO:0007603)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	GNAQ
GO_Biological_Process_2021	regulation of synaptic transmission, GABAergic (GO:0032228)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	CLN3
GO_Biological_Process_2021	membrane raft organization (GO:0031579)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	CLN3
GO_Biological_Process_2021	modulation by host of viral genome replication (GO:0044827)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	FMR1
GO_Biological_Process_2021	prostanoid biosynthetic process (GO:0046457)	1/15	0.0383110921224364	0.0914624699296628	0	0	27.9187675070028	91.07146109214372	DAGLB
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	4/496	0.0397347763408107	0.0945781433188321	0	0	3.2953929539295395	10.62938387965698	APP;PTK2B;FYN;CDK5R1
GO_Biological_Process_2021	regulation of anatomical structure morphogenesis (GO:0022603)	2/123	0.0407404541233423	0.0945781433188321	0	0	6.554380165289256	20.97751474174643	SHANK3;CDK5R1
GO_Biological_Process_2021	negative regulation of macrophage activation (GO:0043031)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	CX3CL1
GO_Biological_Process_2021	regulation of establishment of cell polarity (GO:2000114)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	PTK2B
GO_Biological_Process_2021	neuron cell-cell adhesion (GO:0007158)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	CDK5R1
GO_Biological_Process_2021	dendritic spine morphogenesis (GO:0060997)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	SHANK3
GO_Biological_Process_2021	oligodendrocyte development (GO:0014003)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	PLP1
GO_Biological_Process_2021	regulation of neurotransmitter transport (GO:0051588)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	FMR1
GO_Biological_Process_2021	eosinophil chemotaxis (GO:0048245)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	CX3CL1
GO_Biological_Process_2021	eosinophil migration (GO:0072677)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	CX3CL1
GO_Biological_Process_2021	transepithelial transport (GO:0070633)	1/16	0.040813352985687	0.0945781433188321	0	0	26.0562091503268	83.34719406663498	SLC1A1
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	2/124	0.0413407930441398	0.0955456094557381	0	0	6.500327868852459	20.709430578650444	APP;CX3CL1
GO_Biological_Process_2021	regulation of phosphorylation (GO:0042325)	2/125	0.041944490298468	0.0966837190168932	0	0	6.447154471544716	20.44655852175725	APP;GRM5
GO_Biological_Process_2021	amyloid-beta metabolic process (GO:0050435)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	NCSTN
GO_Biological_Process_2021	negative regulation of insulin secretion (GO:0046676)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	KCNB1
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	GRIN3B
GO_Biological_Process_2021	regulation of neuroblast proliferation (GO:1902692)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	CX3CL1
GO_Biological_Process_2021	positive regulation of regulated secretory pathway (GO:1903307)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	KCNB1
GO_Biological_Process_2021	negative regulation of amyloid-beta formation (GO:1902430)	1/17	0.0433092282440391	0.0982655857547519	0	0	24.426470588235293	76.68420634351111	PRNP
GO_Biological_Process_2021	innate immune response (GO:0045087)	3/302	0.0437927663119225	0.099103942513179	0	0	4.023411371237458	12.58638399132286	APP;PTK2B;FYN
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	2/130	0.0450126273501514	0.1005027770585542	0	0	6.19375	19.20565569254082	DAGLB;CX3CL1
GO_Biological_Process_2021	acidic amino acid transport (GO:0015800)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	SLC1A1
GO_Biological_Process_2021	carbohydrate derivative transport (GO:1901264)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	CLN3
GO_Biological_Process_2021	negative regulation of peptide hormone secretion (GO:0090278)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	KCNB1
GO_Biological_Process_2021	regulation of establishment or maintenance of cell polarity (GO:0032878)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	PTK2B
GO_Biological_Process_2021	regulation of multicellular organism growth (GO:0040014)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	APP
GO_Biological_Process_2021	regulation of presynapse assembly (GO:1905606)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	APP
GO_Biological_Process_2021	regulation of presynapse organization (GO:0099174)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	APP
GO_Biological_Process_2021	positive chemotaxis (GO:0050918)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	CX3CL1
GO_Biological_Process_2021	regulation of protein-containing complex disassembly (GO:0043244)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	CLN3
GO_Biological_Process_2021	positive regulation of lymphocyte chemotaxis (GO:0140131)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	PTK2B
GO_Biological_Process_2021	positive regulation of myoblast differentiation (GO:0045663)	1/18	0.0457987338494677	0.1005027770585542	0	0	22.988465974625143	70.88490801561363	PLCB1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	3/310	0.0467056319480523	0.1015906990077833	0	0	3.9169713488001054	12.001171394918584	PRNP;NCSTN;CDK5R1
GO_Biological_Process_2021	cellular response to copper ion (GO:0071280)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	PRNP
GO_Biological_Process_2021	negative regulation of T cell receptor signaling pathway (GO:0050860)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	PRNP
GO_Biological_Process_2021	neuromuscular process (GO:0050905)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	CLN3
GO_Biological_Process_2021	regulation of leukocyte chemotaxis (GO:0002688)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	PTK2B
GO_Biological_Process_2021	regulation of nervous system process (GO:0031644)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	APP
GO_Biological_Process_2021	regulation of neuroinflammatory response (GO:0150077)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	DAGLA
GO_Biological_Process_2021	dopamine metabolic process (GO:0042417)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	SULT1A3
GO_Biological_Process_2021	ethanol metabolic process (GO:0006067)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	SULT1A3
GO_Biological_Process_2021	regulation of synaptic vesicle exocytosis (GO:2000300)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	FMR1
GO_Biological_Process_2021	positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	NECAB2
GO_Biological_Process_2021	positive regulation of macrophage migration (GO:1905523)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	CX3CL1
GO_Biological_Process_2021	long-term memory (GO:0007616)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	PRNP
GO_Biological_Process_2021	positive regulation of triglyceride metabolic process (GO:0090208)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	DAGLB
GO_Biological_Process_2021	postsynaptic membrane organization (GO:0001941)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	SHANK3
GO_Biological_Process_2021	prostaglandin biosynthetic process (GO:0001516)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	DAGLB
GO_Biological_Process_2021	negative regulation of amyloid precursor protein catabolic process (GO:1902992)	1/19	0.0482818857194643	0.1015906990077833	0	0	21.71023965141612	65.79719781355674	PRNP
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	2/139	0.0507373914397085	0.1050221668358642	0	0	5.784233576642336	17.24333323080795	APP;CX3CL1
GO_Biological_Process_2021	cellular response to nitrogen compound (GO:1901699)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	FMR1
GO_Biological_Process_2021	regulation of protein localization to cell periphery (GO:1904375)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	CLN3
GO_Biological_Process_2021	regulation of T cell migration (GO:2000404)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	APP
GO_Biological_Process_2021	positive regulation of embryonic development (GO:0040019)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	PLCB1
GO_Biological_Process_2021	positive regulation of nitrogen compound metabolic process (GO:0051173)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	APP
GO_Biological_Process_2021	myeloid cell development (GO:0061515)	1/20	0.0507586997365511	0.1050221668358642	0	0	20.56656346749226	61.30218505418602	APP
GO_Biological_Process_2021	neuron projection morphogenesis (GO:0048812)	2/140	0.0513890161823796	0.1058224053613457	0	0	5.742028985507246	17.04424162025803	APP;SHANK3
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	2/140	0.0513890161823796	0.1058224053613457	0	0	5.742028985507246	17.04424162025803	PTK2B;FYN
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	3/323	0.0516396342445494	0.1060870973014503	0	0	3.755357142857143	11.1288724439536	PTK2B;SSTR1;CPEB4
GO_Biological_Process_2021	positive regulation of cellular catabolic process (GO:0031331)	2/141	0.0520436765381966	0.1063360175283046	0	0	5.700431654676259	16.848606112898494	APP;DAGLB
GO_Biological_Process_2021	protein localization to organelle (GO:0033365)	2/142	0.0527013530092024	0.1063360175283046	0	0	5.659428571428571	16.656344309290347	APP;PRNP
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	4/546	0.0531949511834715	0.1063360175283046	0	0	2.98370233702337	8.753561419280983	APP;GRM4;FYN;CX3CL1
GO_Biological_Process_2021	purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	APP
GO_Biological_Process_2021	cellular response to estradiol stimulus (GO:0071392)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	SSTR1
GO_Biological_Process_2021	regulation of fibroblast migration (GO:0010762)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	CLN3
GO_Biological_Process_2021	cellular response to inorganic substance (GO:0071241)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	FMR1
GO_Biological_Process_2021	neuron apoptotic process (GO:0051402)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	APP
GO_Biological_Process_2021	regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	CX3CL1
GO_Biological_Process_2021	positive regulation of glycolytic process (GO:0045821)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	APP
GO_Biological_Process_2021	positive regulation of purine nucleotide metabolic process (GO:1900544)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	APP
GO_Biological_Process_2021	vacuolar acidification (GO:0007035)	1/21	0.0532291917431674	0.1063360175283046	0	0	19.537254901960782	57.30566631783699	CLN3
GO_Biological_Process_2021	negative regulation of biomineral tissue development (GO:0070168)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	PTK2B
GO_Biological_Process_2021	amino acid import (GO:0043090)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	SLC1A1
GO_Biological_Process_2021	negative regulation of myeloid cell differentiation (GO:0045638)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	PTK2B
GO_Biological_Process_2021	regulation of macrophage chemotaxis (GO:0010758)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	PTK2B
GO_Biological_Process_2021	regulation of voltage-gated calcium channel activity (GO:1901385)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	FMR1
GO_Biological_Process_2021	positive regulation of lipid catabolic process (GO:0050996)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	DAGLB
GO_Biological_Process_2021	positive regulation of neural precursor cell proliferation (GO:2000179)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	CX3CL1
GO_Biological_Process_2021	positive regulation of peptidase activity (GO:0010952)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	NCSTN
GO_Biological_Process_2021	membrane protein intracellular domain proteolysis (GO:0031293)	1/22	0.0556933775463978	0.1090034799275219	0	0	18.605975723622784	53.732086291886986	NCSTN
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	2/150	0.0580690304785808	0.1117996817712318	0	0	5.351351351351352	15.230603067672018	SLC1A1;SSTR1
GO_Biological_Process_2021	diacylglycerol metabolic process (GO:0046339)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	DAGLA
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	SULT1A3
GO_Biological_Process_2021	response to copper ion (GO:0046688)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	PRNP
GO_Biological_Process_2021	response to nutrient levels (GO:0031667)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	KCNB1
GO_Biological_Process_2021	positive regulation of receptor internalization (GO:0002092)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	FMR1
GO_Biological_Process_2021	membrane protein ectodomain proteolysis (GO:0006509)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	NCSTN
GO_Biological_Process_2021	vesicle transport along microtubule (GO:0047496)	1/23	0.0581512729120791	0.1117996817712318	0	0	17.759358288770052	50.52017989878981	CLN3
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	2/152	0.0594397692871531	0.114024634681095	0	0	5.279466666666667	14.902835003972534	PRNP;GNAQ
GO_Biological_Process_2021	amino acid import across plasma membrane (GO:0089718)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	SLC1A1
GO_Biological_Process_2021	negative regulation of ossification (GO:0030279)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	PTK2B
GO_Biological_Process_2021	cellular response to catecholamine stimulus (GO:0071870)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	SULT1A3
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	GRIK3
GO_Biological_Process_2021	positive regulation of carbohydrate metabolic process (GO:0045913)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	APP
GO_Biological_Process_2021	positive regulation of viral life cycle (GO:1903902)	1/24	0.0606028935764472	0.1147361972068249	0	0	16.986359761295823	47.619775632857134	FMR1
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	2/155	0.0615168813004335	0.1159613228851989	0	0	5.175163398692811	14.430651512377356	PLCB1;CX3CL1
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	2/155	0.0615168813004335	0.1159613228851989	0	0	5.175163398692811	14.430651512377356	APP;CX3CL1
GO_Biological_Process_2021	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	1/25	0.0630482552333339	0.1168207543662413	0	0	16.27777777777778	44.98941570457079	PRNP
GO_Biological_Process_2021	regulation of AMPA receptor activity (GO:2000311)	1/25	0.0630482552333339	0.1168207543662413	0	0	16.27777777777778	44.98941570457079	SHANK3
